HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Minimum Submitted Charge Amount,Maximum Submitted Charge Amount,Standard Deviation of Submitted Charge Amount,Average Medicare Allowed Amount,Minimum Medicare Allowed Amount,Maximum Medicare Allowed Amount,Standard Deviation of Medicare Allowed Amount,Average Medicare Payment Amount,Minimum Medicare Payment Amount,Maximum Medicare Payment Amount,Standard Deviation of Medicare Payment Amount
92270,Evaluation of retinal response to light,N,O,798,21866,17053,17884,179.36,6.00,1000.00,120.04,94.67,6.00,115.90,10.51,75.20,0.00,92.72,8.64
92275,Recording of retinal electrical responses to external stimuli,N,F,133,968,905,953,214.75,105.00,483.00,53.59,58.11,52.95,143.45,4.93,44.13,0.00,114.76,5.00
92275,Recording of retinal electrical responses to external stimuli,N,O,272,4279,4011,4258,254.79,25.00,1092.92,167.47,148.88,25.00,192.18,18.76,116.21,0.00,150.09,16.04
92283,Extended color vision examination,N,O,1010,10775,9692,10535,66.87,0.01,342.00,25.48,49.42,0.01,69.05,8.86,38.62,0.00,55.24,7.50
92284,Evaluation of eye adaptation to light and dark (rods and cones),N,F,8,79,79,79,54.52,35.00,280.00,32.13,12.30,1.00,13.03,1.29,9.85,0.80,10.42,1.03
92284,Evaluation of eye adaptation to light and dark (rods and cones),N,O,113,6883,5329,6304,86.06,28.46,570.00,57.63,52.67,1.00,78.78,12.06,40.30,0.00,63.02,9.61
92285,Photography of content of eyes,N,F,719,11215,9613,11056,60.12,3.52,255.00,30.18,4.53,2.99,29.18,3.03,3.45,0.00,23.34,2.43
92285,Photography of content of eyes,N,O,11314,316954,268245,307793,72.81,0.01,750.00,40.21,23.97,0.01,32.26,4.04,18.32,0.00,25.81,3.44
92286,Microscopic evaluation of deep corneal cells,N,F,166,1875,1741,1873,163.57,70.00,440.00,77.14,37.02,33.22,127.50,7.68,27.85,0.00,102.00,6.29
92286,Microscopic evaluation of deep corneal cells,N,O,3497,154131,134235,148564,195.92,15.50,705.00,93.94,107.44,15.50,141.55,17.84,83.69,0.00,113.24,14.37
92287,Microscopic evaluation of the colored part of the eye (iris) and retinal blood vessels,N,O,127,2941,2477,2922,189.55,10.00,410.00,75.10,131.81,10.00,156.63,10.45,104.10,7.77,125.30,8.76
92311,Measurement of curvature of cornea with contact lens fitting,N,F,30,60,52,60,167.47,47.00,934.00,134.43,56.44,47.00,62.70,5.12,43.70,0.00,50.16,8.48
92311,Measurement of curvature of cornea with contact lens fitting,N,O,365,579,510,571,128.64,13.00,1000.00,96.25,88.51,13.00,122.75,19.46,66.03,0.00,98.20,20.66
92312,Measurement of curvature of both corneas with contact lens fitting,N,O,187,285,273,284,152.69,20.00,500.00,83.29,99.48,20.00,135.00,25.74,75.41,0.00,108.00,24.18
92313,Measurement of curvature of cornea with contact lens fitting to cornea and sclera,N,O,86,224,202,215,214.11,15.00,1500.00,218.80,86.51,15.00,125.18,30.56,64.39,0.00,100.14,27.81
92315,Measurement of curvature of the cornea with contact lens fitting,N,O,45,68,61,66,88.31,0.01,300.00,69.12,58.10,0.01,94.97,25.79,45.08,0.00,75.98,21.63
92316,Measurement of curvature of both corneas with contact lens fitting,N,O,23,80,73,80,104.63,10.00,258.57,37.74,94.44,10.00,120.00,19.28,73.52,0.00,96.00,18.20
92325,Modification of contact lens and medical supervision of adaptation,N,O,142,383,314,379,37.25,0.01,230.00,25.08,29.29,0.01,49.37,8.56,20.75,0.00,39.49,8.01
92326,Replacement of contact lens,N,O,323,1392,895,1309,67.89,10.00,500.00,44.39,34.00,10.00,48.32,7.83,25.50,0.00,38.66,7.66
92499,Service or surgery of the eye,N,F,16,56,50,50,159.20,38.00,800.00,97.53,32.66,9.46,253.69,31.85,25.82,0.00,202.95,25.69
92499,Service or surgery of the eye,N,O,208,2147,1728,1874,132.13,15.29,6400.00,214.05,52.18,13.16,1297.51,51.33,41.38,0.00,1038.00,41.04
92502,"Examination of head, neck, including ears, nose and throat under general anesthesia",N,F,314,443,425,435,265.92,75.00,1200.00,116.40,94.94,45.78,115.58,7.07,72.43,0.00,92.46,14.94
92502,"Examination of head, neck, including ears, nose and throat under general anesthesia",N,O,31,62,59,62,332.49,50.00,550.00,126.89,99.22,50.00,114.83,14.76,76.13,0.00,91.86,19.11
92504,Diagnostic examination of ear and nose,N,F,632,10210,7819,10203,68.60,9.00,600.00,34.43,9.56,7.68,12.68,0.79,7.11,0.00,10.14,0.86
92504,Diagnostic examination of ear and nose,N,O,3869,188036,130220,186058,69.87,13.15,1100.00,30.09,31.35,13.15,40.07,3.22,23.49,0.00,32.06,3.08
92506,"Evaluation of speech, language, voice, communication, or hearing processing",N,F,25,69,62,69,345.38,95.00,515.20,98.45,149.38,95.00,185.31,19.13,113.23,38.00,148.25,25.17
92506,"Evaluation of speech, language, voice, communication, or hearing processing",N,O,1822,22560,19518,22549,293.71,20.00,1140.00,138.35,169.48,20.00,215.11,16.76,132.17,0.00,169.73,14.96
92507,"Treatment of speech, language, voice, communication, or hearing processing disorder",N,F,8,27,15,27,165.22,74.00,199.00,22.37,73.06,70.80,79.77,1.68,46.66,20.00,63.82,15.95
92507,"Treatment of speech, language, voice, communication, or hearing processing disorder",N,O,1875,143642,15488,143267,116.02,21.25,668.07,39.97,77.18,5.31,98.09,6.10,60.91,0.00,78.47,5.61
92508,"Group treatment of speech, language, voice, communication, or hearing processing disorder",N,O,44,1858,177,1854,75.32,18.41,150.00,50.07,22.41,16.67,25.47,2.32,16.82,1.51,20.38,3.00
92511,Examination of the nose and throat using an endoscope,N,F,1560,7031,5963,7028,293.41,46.90,1000.00,141.80,49.60,38.89,61.60,3.88,37.68,0.00,49.28,4.89
92511,Examination of the nose and throat using an endoscope,N,O,3860,57278,48684,57256,297.11,20.00,1600.00,114.98,145.59,0.79,189.90,16.03,112.15,0.00,151.92,14.97
92512,Analysis of nasal resistance during breathing,N,F,17,55,53,54,128.75,39.90,399.00,65.36,28.73,27.34,30.60,1.22,20.80,7.00,24.48,3.39
92512,Analysis of nasal resistance during breathing,N,O,215,6666,5293,6662,104.85,25.00,399.00,39.60,68.39,25.00,77.22,5.51,53.79,0.00,61.57,4.95
92516,Tests for facial paralysis disorders,N,F,32,156,153,156,317.40,26.69,1500.00,322.05,23.57,20.97,26.40,1.55,18.85,16.78,21.12,1.24
92516,Tests for facial paralysis disorders,N,O,66,126,98,123,136.28,40.00,415.00,60.31,67.86,40.00,84.48,7.65,51.43,0.00,67.58,10.35
92520,Functional assessment of the voice box,N,F,22,162,138,162,117.99,43.00,343.00,74.26,41.25,38.51,44.15,1.47,32.45,0.00,35.32,2.88
92520,Functional assessment of the voice box,N,O,346,7225,5887,7221,147.17,50.00,630.00,86.41,71.41,33.43,81.55,6.75,55.78,0.00,65.24,6.53
92526,Treatment of swallowing or oral feeding function,N,F,21,192,117,192,237.02,100.00,327.00,78.31,85.14,72.60,93.77,3.60,63.29,0.00,75.02,14.80
92526,Treatment of swallowing or oral feeding function,N,O,949,48125,6527,48101,144.26,26.00,439.00,42.11,84.26,26.00,106.28,5.92,66.63,0.00,85.02,5.49
92540,"Observation, testing, and recording of abnormal eye movement",N,F,290,5377,5337,5376,244.43,15.73,609.00,135.24,77.62,15.73,113.35,6.07,60.60,0.00,90.68,5.43
92540,"Observation, testing, and recording of abnormal eye movement",N,O,5133,86561,83861,85494,254.16,24.50,3245.21,159.44,98.98,9.12,128.19,12.74,77.07,0.00,102.55,11.02
92541,Observation and recording of abnormal eye movement,N,F,123,1480,1399,1479,84.76,21.75,377.00,40.28,22.00,16.35,42.78,5.61,16.80,0.00,33.88,4.60
92541,Observation and recording of abnormal eye movement,N,O,1887,33090,30141,32673,122.76,15.50,1500.00,81.17,36.82,15.08,46.42,5.67,28.56,0.00,37.14,4.77
92542,Observation and recording from multiple positions of abnormal eye movements,N,F,91,1016,983,1016,83.56,18.40,431.00,48.23,19.81,13.36,41.50,7.12,15.16,0.00,32.86,5.58
92542,Observation and recording from multiple positions of abnormal eye movements,N,O,2113,43984,38171,42741,121.10,13.50,2088.40,132.27,35.21,13.50,45.26,5.33,27.38,0.00,36.21,4.53
92543,Assessment and recording of balance system during irrigation of both ears,N,F,330,15598,5329,5363,44.71,5.00,253.28,35.65,5.85,5.00,23.12,2.52,4.57,0.00,18.50,1.96
92543,Assessment and recording of balance system during irrigation of both ears,N,O,5582,358352,96035,97188,67.80,1.47,1100.00,53.33,18.93,1.47,24.67,3.34,14.90,0.00,19.63,2.74
92544,Complex eye movement test while viewing objects in visual field,N,F,31,172,170,171,77.08,23.00,213.52,46.03,13.44,12.54,28.63,1.48,10.30,0.00,22.90,1.81
92544,Complex eye movement test while viewing objects in visual field,N,O,612,10847,9715,10345,116.72,12.50,648.00,83.28,29.62,11.80,35.32,3.73,23.42,0.00,28.26,3.13
92545,Assessment and recording of abnormal eye movement while tracking moving object,N,F,48,555,549,553,58.80,14.19,390.96,34.88,15.51,11.25,32.22,7.28,12.02,0.00,25.78,6.06
92545,Assessment and recording of abnormal eye movement while tracking moving object,N,O,895,17154,13952,14378,97.27,11.50,800.00,78.72,29.19,11.14,35.13,3.52,23.15,0.00,28.10,2.96
92546,Assessment and recording of abnormal eye movement with patient in a rotating chair,N,F,131,3115,2965,3003,122.15,15.12,365.00,81.82,21.00,13.81,121.48,24.45,16.52,0.00,97.18,19.62
92546,Assessment and recording of abnormal eye movement with patient in a rotating chair,N,O,2534,96803,63696,66467,172.53,15.00,2250.00,97.05,102.16,13.98,134.53,18.35,81.12,0.00,107.62,14.88
92547,Use of vertical electrodes during eye or balance evaluation,N,F,5,415,96,99,14.06,11.00,145.00,18.84,6.86,5.47,6.91,0.26,5.36,0.00,5.47,0.62
92547,Use of vertical electrodes during eye or balance evaluation,N,O,3330,238244,62541,65144,32.20,1.13,1300.00,36.31,6.04,1.13,7.58,0.76,4.79,0.00,6.06,0.64
92548,Assessment of balance and postural instability,N,F,66,1148,1126,1147,128.83,15.73,500.00,87.40,25.66,15.73,32.75,2.18,20.02,12.58,26.20,2.03
92548,Assessment of balance and postural instability,N,O,730,23615,21511,23503,193.11,2.75,1210.53,97.91,104.27,1.00,136.85,21.82,82.29,0.00,109.48,17.59
92550,Assessment of eardrum and muscle function,N,F,122,3542,3407,3542,76.21,20.50,150.00,28.64,21.92,17.55,24.47,0.99,17.03,0.00,19.58,1.46
92550,Assessment of eardrum and muscle function,N,O,5517,275013,259945,274971,63.41,14.00,966.15,32.41,21.41,4.27,27.17,1.35,16.15,0.00,21.74,1.63
92552,Pure tone air conduction threshold hearing assessment,N,F,14,59,58,59,81.90,35.00,125.00,24.26,29.05,26.90,39.31,3.85,22.49,19.85,31.45,3.51
92552,Pure tone air conduction threshold hearing assessment,N,O,9146,95494,90835,95475,45.46,5.00,300.00,18.59,29.18,5.00,39.99,3.62,21.15,0.00,31.99,3.99
92553,Pure tone air and bone conduction hearing assessment,N,F,12,27,27,27,83.43,41.00,129.00,31.25,37.00,33.21,39.69,2.96,28.61,0.00,31.75,6.06
92553,Pure tone air and bone conduction hearing assessment,N,O,4976,45976,43472,45966,61.72,0.01,250.00,22.70,36.18,0.01,48.78,4.06,26.91,0.00,39.02,4.63
92555,Assessment of speech hearing loss,N,O,2794,14222,13703,14219,39.41,9.59,184.77,18.87,21.52,9.59,29.21,2.36,15.91,0.00,23.37,3.08
92556,Assessment of hearing loss and speech recognition,N,F,4,26,25,26,112.50,75.00,114.00,7.50,31.05,30.94,31.66,0.26,22.89,12.67,25.33,2.99
92556,Assessment of hearing loss and speech recognition,N,O,3350,34914,33633,34910,56.70,14.00,349.07,27.29,32.73,14.00,46.00,3.22,23.89,0.00,36.64,3.84
92557,Air and bone conduction assessment of hearing loss and speech recognition,N,F,292,12534,12079,12533,93.84,16.29,270.00,33.57,34.88,9.85,42.85,3.28,26.38,0.00,32.01,3.30
92557,Air and bone conduction assessment of hearing loss and speech recognition,N,O,12679,1101361,1051359,1101193,101.51,12.00,500.00,38.26,39.36,8.23,50.19,2.51,28.96,0.00,40.15,2.98
92558,Placement of ear probe for computerized measurement and automated analysis of sound,N,O,40,107,106,107,102.73,21.00,242.00,63.55,19.03,1.00,30.50,8.65,15.10,0.80,24.40,6.91
92561,Diagnostic hearing loss test,N,O,60,706,694,706,51.64,20.00,190.00,13.00,41.05,20.00,43.81,4.90,31.53,0.00,35.05,4.82
92562,Comparison assessment of hearing tones in one or both ears,N,O,89,2852,2627,2852,46.71,19.43,150.00,11.57,41.47,19.43,48.16,3.99,31.71,0.00,38.53,3.47
92563,Hearing test using earphones,N,F,5,1242,1183,1242,38.34,35.00,50.00,2.43,34.03,32.30,35.13,0.19,27.17,25.84,28.11,0.16
92563,Hearing test using earphones,N,O,497,28335,27442,28300,40.88,10.00,207.00,17.70,32.13,10.00,39.31,4.12,25.05,0.00,29.89,3.57
92564,Hearing test using earphones,N,O,40,1469,1440,1469,70.52,20.00,105.00,31.80,29.34,20.00,31.02,2.78,22.99,0.00,24.75,2.50
92565,Assessment of simultaneous but different hearing tones in same ear,N,O,348,1446,1432,1446,32.91,7.07,115.91,17.51,15.11,7.07,20.91,2.38,11.52,0.00,16.73,2.36
92567,Eardrum testing using ear probe,N,F,271,6951,6668,6950,36.54,4.20,494.55,17.25,11.39,4.20,15.16,1.40,8.45,0.00,12.13,1.23
92567,Eardrum testing using ear probe,N,O,14573,698857,641323,698697,44.09,7.98,300.00,16.29,14.89,6.72,18.79,1.01,11.13,0.00,15.03,1.13
92568,Assessment of hearing loss with placement of probe in ear to assess ear bone contraction,N,F,19,615,593,615,40.27,15.00,60.00,4.41,17.13,15.00,17.91,0.54,13.60,6.25,14.33,0.79
92568,Assessment of hearing loss with placement of probe in ear to assess ear bone contraction,N,O,1506,22346,21102,22339,39.88,8.00,575.00,23.04,16.45,0.77,18.63,1.03,12.58,0.00,14.90,1.35
92570,Detection of middle ear fluid with assessment of eardrum and muscle function,N,F,29,939,854,939,63.03,35.00,198.00,13.50,29.76,27.92,33.62,0.52,23.34,0.00,26.90,2.21
92570,Detection of middle ear fluid with assessment of eardrum and muscle function,N,O,2031,59211,57264,58874,84.27,14.21,400.00,54.96,32.96,11.41,41.83,2.35,25.00,0.00,33.46,2.75
92571,Assessment of hearing using speech test with tone filtering,N,O,86,3354,3212,3354,44.91,21.80,149.41,27.23,26.50,20.94,32.49,2.04,20.20,0.00,24.70,2.17
92572,Assessment of hearing using speech test with tone filtering,N,O,10,24,24,24,54.17,25.00,140.00,28.49,30.20,25.00,37.37,4.62,23.13,12.39,29.90,4.91
92575,Assessment of hearing using different tone pitches,N,O,24,899,686,877,61.49,19.90,175.00,22.13,56.03,19.90,72.82,16.55,43.60,14.06,58.26,13.71
92576,Assessment of hearing loss using grammatically incorrect sentences,N,O,30,500,499,500,35.98,30.00,125.00,13.24,31.17,29.09,45.23,2.72,22.86,0.00,36.18,3.07
92577,Assessment of two simultaneous words at different tones in same ear,N,O,160,730,633,730,51.21,11.42,190.00,22.33,19.32,11.42,23.68,2.25,14.82,0.00,18.94,2.84
92579,Hearing test for children,N,F,17,49,49,49,51.63,9.44,103.75,35.32,28.24,9.44,42.55,14.49,20.28,0.00,34.04,12.04
92579,Hearing test for children,N,O,565,1688,1619,1688,102.68,25.00,250.00,61.69,44.01,25.00,52.88,3.62,31.87,0.00,42.30,7.49
92582,Hearing tests for children,N,O,313,660,650,659,82.06,20.00,400.00,37.98,61.25,20.00,84.82,8.95,44.77,0.00,67.86,12.30
92583,Hearing test in a booth,N,O,77,205,185,205,61.31,10.00,200.00,26.09,46.79,10.00,56.60,6.85,36.17,0.00,45.28,7.71
92584,Testing of nerve from ear to brain (cochlear),N,O,1161,14780,14550,14780,196.13,41.16,750.00,110.48,71.29,41.16,94.83,8.54,55.91,0.00,75.86,7.88
92585,Placement of scalp electrodes for assessment and recording of responses from several areas of the nerve-brain hearing system,N,F,712,3333,3246,3330,193.86,19.00,1889.00,169.35,28.60,19.00,116.62,14.50,22.43,0.00,93.30,11.78
92585,Placement of scalp electrodes for assessment and recording of responses from several areas of the nerve-brain hearing system,N,O,2954,43255,40802,42847,257.41,27.41,13425.71,202.14,122.94,23.84,162.85,20.36,96.18,0.00,128.90,17.12
92586,"Placement of scalp electrodes for assessment and recording of responses from several areas of the nerve-brain hearing system, infant",N,O,193,900,839,899,186.62,70.00,506.00,65.12,80.69,68.72,108.96,6.28,63.05,0.00,87.17,7.28
92587,Placement of ear probe for computerized measurement of sound with interpretation and report,N,F,93,453,448,453,59.54,10.00,170.00,37.01,20.94,10.00,33.56,6.19,16.14,0.00,26.85,5.48
92587,Placement of ear probe for computerized measurement of sound with interpretation and report,N,O,3519,95464,91339,94155,93.53,15.66,408.33,47.17,29.33,9.33,34.75,3.57,22.27,0.00,27.00,3.33
92588,Placement of ear probe for computerized cochlear assessment of repeated sounds with interpretation and report,N,F,72,629,617,627,140.27,17.75,260.00,80.73,33.45,17.75,51.72,6.90,25.98,0.00,41.37,6.06
92588,Placement of ear probe for computerized cochlear assessment of repeated sounds with interpretation and report,N,O,2780,102255,95844,100663,139.85,11.00,1290.00,60.95,44.03,11.00,51.93,5.29,33.83,0.00,41.54,4.83
92596,Hearing test in soundproof booth,N,O,7,23,23,23,107.39,20.00,150.00,32.22,36.66,20.00,41.71,4.61,29.33,16.00,33.37,3.69
92597,Evaluation for use and/or fitting of voice prosthetic device to supplement oral speech,N,F,28,187,115,187,319.85,105.00,508.00,154.71,85.00,75.46,97.93,3.25,63.10,0.00,78.34,8.75
92597,Evaluation for use and/or fitting of voice prosthetic device to supplement oral speech,N,O,262,2835,1405,2834,261.55,40.00,508.00,98.89,81.22,35.09,94.25,3.92,60.21,0.00,75.40,7.11
92603,"Analysis and programming of inner ear (cochlear) implant, patient age 7 years or older",N,F,23,60,60,60,382.39,135.00,742.00,192.78,124.86,116.42,140.47,7.04,94.69,32.77,112.38,16.78
92603,"Analysis and programming of inner ear (cochlear) implant, patient age 7 years or older",N,O,383,1859,1659,1856,284.82,92.00,1000.00,99.02,143.82,92.00,177.73,8.68,109.22,0.00,142.18,14.72
92604,"Analysis and subsequent reprogramming of inner ear (cochlear) implant, patient age 7 years or older",N,F,29,368,220,367,214.36,98.47,412.00,108.48,68.34,64.37,78.89,3.59,50.77,0.00,63.11,6.04
92604,"Analysis and subsequent reprogramming of inner ear (cochlear) implant, patient age 7 years or older",N,O,606,14799,7474,14674,203.60,20.00,2121.25,78.70,86.13,20.00,104.04,4.86,63.21,0.00,83.23,6.09
92607,Evaluation of patient with prescription of speech-generating and alternative communication device,N,O,104,278,252,274,291.65,69.75,1000.00,169.85,138.52,34.61,171.22,17.65,106.25,0.00,136.98,19.23
92608,Evaluation of patient with prescription of speech-generating and alternative communication device,N,O,37,128,82,88,79.86,25.00,260.00,33.56,45.53,25.00,53.94,4.86,35.81,0.00,43.15,5.98
92609,Therapeutic services for use of speech-generating device with programming,N,O,121,3465,405,3465,127.66,40.00,478.00,41.97,99.18,24.19,126.25,9.91,78.23,0.00,101.00,8.14
92610,Evaluation of swallowing function,N,F,65,381,347,363,249.28,100.00,656.00,64.79,67.61,53.96,74.95,4.71,52.88,0.00,59.96,6.93
92610,Evaluation of swallowing function,N,O,1012,9960,9312,9949,188.88,25.00,664.00,93.00,92.34,25.00,113.71,6.69,72.30,0.00,90.97,7.17
92611,Fluoroscopic and video recorded motion evaluation of swallowing function,N,F,110,1660,1516,1656,336.79,100.00,636.00,74.69,99.01,83.53,112.41,6.49,78.23,47.33,89.93,6.10
92611,Fluoroscopic and video recorded motion evaluation of swallowing function,N,O,293,7122,6841,7116,238.94,46.01,615.00,97.07,95.71,46.01,110.04,4.47,74.55,0.00,88.03,5.35
94799,Pulmonary service or operation,N,F,81,284,276,282,93.71,13.00,350.00,52.43,22.04,4.39,144.76,19.44,17.37,3.51,115.81,15.15
92612,Evaluation of swallowing by cine or video recording using an endoscope,N,F,130,675,635,675,372.22,80.00,1500.00,154.92,69.42,53.96,77.20,3.99,54.75,0.00,61.76,5.27
92612,Evaluation of swallowing by cine or video recording using an endoscope,N,O,323,2754,2346,2754,433.24,69.76,1500.00,174.65,174.68,69.76,202.76,16.18,136.99,23.98,162.21,15.98
92613,"Evaluation, recording, and interpretation of swallowing function using an endoscope",N,F,76,2712,2479,2712,124.50,64.00,215.00,30.67,37.09,33.60,43.27,2.60,29.44,0.00,34.62,2.31
92613,"Evaluation, recording, and interpretation of swallowing function using an endoscope",N,O,99,2365,1999,2365,152.99,40.29,308.00,45.79,38.56,33.47,42.16,2.59,30.72,0.00,33.73,2.26
