HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Minimum Submitted Charge Amount,Maximum Submitted Charge Amount,Standard Deviation of Submitted Charge Amount,Average Medicare Allowed Amount,Minimum Medicare Allowed Amount,Maximum Medicare Allowed Amount,Standard Deviation of Medicare Allowed Amount,Average Medicare Payment Amount,Minimum Medicare Payment Amount,Maximum Medicare Payment Amount,Standard Deviation of Medicare Payment Amount
75733,Imaging of artery of gland of kidney,N,O,2,15,14,15,739.00,585.00,750.00,41.16,206.68,206.68,206.68,0.00,162.47,162.03,162.50,0.12
74170,CT scan abdomen before and after contrast,N,F,14272,75284,74142,75251,274.59,48.06,3178.00,108.25,67.24,5.85,91.76,3.19,50.15,0.00,73.41,5.53
74170,CT scan abdomen before and after contrast,N,O,9195,50464,47418,48724,921.92,54.05,7475.00,524.85,262.86,40.28,426.51,95.01,200.84,0.00,336.34,74.11
74174,CT scan of abdominal and pelvic blood vessels,N,F,14994,123491,121033,123361,413.14,64.20,3200.00,206.61,105.75,8.36,450.60,6.14,80.17,0.00,353.27,7.02
74174,CT scan of abdominal and pelvic blood vessels,N,O,4191,28958,26702,27972,1344.61,75.00,8059.91,800.40,405.71,8.24,654.13,151.03,312.34,0.00,523.30,117.93
74175,CT scan of abdominal blood vessels,N,F,11464,43328,42889,43275,319.10,31.00,2011.00,113.78,83.03,3.80,124.35,9.28,63.00,0.00,99.48,8.80
74175,CT scan of abdominal blood vessels,N,O,3533,10980,10359,10568,1033.64,1.26,4889.04,567.56,326.34,0.69,530.43,119.75,251.53,0.00,424.34,94.20
74176,CT scan of abdomen and pelvis,N,F,22567,1801603,1747708,1799847,346.15,23.71,3542.43,145.82,84.01,21.83,220.91,3.84,63.45,0.00,176.73,3.80
74176,CT scan of abdomen and pelvis,N,O,16961,299304,280067,290573,777.02,59.00,6235.00,623.24,170.39,26.17,295.82,63.03,129.14,0.00,232.07,48.38
74177,CT scan of abdomen and pelvis,N,F,22718,2083030,2016766,2081593,377.87,45.00,5536.00,166.20,87.41,45.00,329.92,3.92,65.65,0.00,263.94,3.84
74177,CT scan of abdomen and pelvis,N,O,16439,384322,344003,369275,1035.94,3.00,6718.00,744.43,259.70,3.00,454.68,103.68,199.09,0.00,363.74,80.15
74178,CT scan of abdomen and pelvis,N,F,19463,375231,368736,375010,407.14,35.00,11547.43,188.85,96.81,8.95,386.11,5.48,72.98,0.00,308.89,5.79
74178,CT scan of abdomen and pelvis,N,O,14212,286268,268675,278327,1194.01,68.99,7852.00,798.03,321.99,9.12,531.66,120.96,247.63,0.00,416.82,93.84
74181,MRI scan of abdomen,N,F,12398,81128,80211,80967,288.90,51.54,2210.00,112.20,68.87,22.09,95.19,3.73,52.76,0.00,76.15,4.56
74181,MRI scan of abdomen,N,O,5199,23598,22257,22723,1190.66,56.01,7621.92,625.72,324.17,48.70,501.22,106.11,249.65,0.00,396.69,83.13
74182,MRI scan of abdomen with contrast,N,F,1467,2930,2912,2926,327.06,55.26,2579.00,142.59,81.95,49.25,93.54,7.03,62.57,0.00,74.83,9.19
74182,MRI scan of abdomen with contrast,N,O,527,1188,1124,1137,1284.29,66.51,5477.00,727.66,474.20,53.65,695.23,168.04,364.41,0.00,545.06,133.85
74183,MRI scan of abdomen before and after contrast,N,F,11626,139724,134635,139578,424.43,72.08,3736.00,154.02,107.36,38.88,147.44,5.55,81.25,0.00,117.95,6.06
74183,MRI scan of abdomen before and after contrast,N,O,6746,74404,67482,70517,1962.16,74.52,11828.70,967.59,526.65,69.59,773.69,154.26,407.35,0.00,616.52,120.70
74185,MRI scan of blood vessels of abdomen,N,F,5434,14062,13964,14033,333.86,46.09,2268.00,115.00,79.88,3.18,117.34,8.11,61.26,0.00,91.99,8.51
74185,MRI scan of blood vessels of abdomen,N,O,2481,7929,7566,7606,1428.43,84.32,5908.00,717.89,361.71,61.21,615.57,126.41,281.00,0.00,492.46,99.15
74190,Imaging of anogenital region,N,F,401,707,670,706,84.46,22.58,469.00,38.74,23.37,19.86,31.57,1.07,18.00,0.00,24.75,2.15
74190,Imaging of anogenital region,N,O,73,257,232,256,232.73,47.00,985.00,167.14,74.91,22.63,187.38,26.47,58.52,0.00,147.90,20.95
74210,X-ray of voice box and/or esophagus,N,F,444,2308,2268,2307,72.45,15.39,281.00,30.97,16.95,8.77,23.32,0.63,12.82,0.00,14.66,1.27
74210,X-ray of voice box and/or esophagus,N,O,109,604,603,604,187.32,15.50,1118.00,121.68,73.96,15.33,94.52,17.16,56.24,0.00,74.71,14.17
74220,X-ray of esophagus,N,F,16458,162934,160792,162818,83.98,15.09,567.00,28.18,22.34,11.77,73.36,1.04,16.79,0.00,57.52,1.50
74220,X-ray of esophagus,N,O,4108,36994,34388,34855,196.71,19.71,1500.00,103.57,79.88,18.46,121.59,25.67,59.46,0.00,96.29,19.56
74230,Imaging for evaluation of swallowing function,N,F,15644,352431,340392,352245,101.43,11.55,412.00,38.59,25.48,3.14,79.16,1.28,19.52,0.00,62.06,1.32
74230,Imaging for evaluation of swallowing function,N,O,1034,33303,31005,33218,148.36,27.16,794.00,66.01,58.04,2.97,120.44,18.50,44.91,0.00,94.42,13.82
74235,Imaging of digestive tract using balloon catheter,N,F,21,26,25,26,211.10,24.61,382.00,70.82,61.71,24.61,71.25,9.67,48.60,19.30,55.86,7.58
74240,X-ray upper GI series delayed films,N,F,9491,38785,38105,38760,123.09,16.42,800.00,44.76,33.39,16.11,45.55,1.66,25.19,0.00,36.44,2.91
74240,X-ray upper GI series delayed films,N,O,1228,28587,25555,27930,180.98,29.00,1104.00,102.12,72.77,21.85,148.98,20.53,56.31,0.00,119.18,15.10
74241,X-ray upper GI series delayed films,N,F,7212,25645,25078,25609,124.56,29.50,587.00,44.81,33.40,10.69,44.96,1.66,25.28,0.00,35.97,2.94
74241,X-ray upper GI series delayed films,N,O,1003,3636,3488,3587,268.23,29.50,1623.00,205.82,114.83,24.43,156.54,26.89,85.25,0.00,122.73,22.30
74245,"X-ray upper GI series, with small bowel films",N,F,7774,19346,19223,19336,162.01,39.00,794.00,55.04,43.88,21.28,59.55,2.15,33.39,0.00,47.64,4.18
74245,"X-ray upper GI series, with small bowel films",N,O,942,2096,2041,2046,393.92,42.75,2030.00,236.81,150.04,41.66,215.29,47.53,112.64,0.00,168.84,39.17
74246,X-ray of upper digestive tract glucose or delayed films,N,F,8335,36061,35806,36046,125.49,29.38,1087.88,44.56,32.97,10.58,55.94,1.45,24.44,0.00,43.86,3.16
74246,X-ray of upper digestive tract glucose or delayed films,N,O,2088,13938,11095,13441,321.14,29.58,5809.52,336.28,120.00,27.99,169.34,28.52,88.39,0.00,135.20,22.51
74247,"X-ray of upper digestive tract glucose, delayed films, or abdomen view",N,F,5345,19813,19709,19805,126.11,29.58,537.00,46.56,33.28,0.18,45.19,1.60,24.71,0.00,36.15,3.37
74247,"X-ray of upper digestive tract glucose, delayed films, or abdomen view",N,O,1480,6986,6840,6908,313.40,34.01,906.00,112.59,148.34,14.65,189.01,25.54,109.77,0.00,151.21,22.44
74249,"X-ray of upper digestive tract glucose, delayed films, or small bowel films",N,F,7180,17842,17796,17835,162.18,31.91,687.00,54.50,43.49,20.66,59.55,1.91,32.84,0.00,47.64,4.51
74249,"X-ray of upper digestive tract glucose, delayed films, or small bowel films",N,O,1710,4707,4529,4532,401.63,42.58,1312.00,183.72,151.07,34.94,213.17,42.68,112.91,0.00,170.54,35.54
74250,X-ray of small intestine,N,F,13000,56694,56133,56669,86.14,15.35,568.00,28.09,22.71,11.43,99.37,1.13,17.34,0.00,77.91,1.70
74250,X-ray of small intestine,N,O,2290,7417,7255,7259,228.17,20.09,1420.00,113.07,94.86,19.31,137.16,27.91,71.51,0.00,108.59,22.84
74251,X-ray of small intestine by small bowel tube,N,F,252,487,481,487,106.46,33.27,376.00,35.38,32.55,10.11,37.39,2.07,24.90,0.00,29.31,3.36
74260,Imaging of small intestine,N,F,38,81,76,81,67.13,26.74,199.00,37.94,25.52,22.77,26.74,1.45,20.12,17.86,21.13,1.13
74261,Diagnostic CT scan of large bowel,N,F,930,4337,4325,4337,381.24,72.66,1078.71,132.63,117.07,31.87,154.68,6.39,88.93,0.00,122.38,9.29
74261,Diagnostic CT scan of large bowel,N,O,686,5160,4986,5000,979.58,100.00,3578.00,511.16,273.43,81.51,342.26,60.84,209.79,44.18,268.66,47.72
74262,Diagnostic CT scan of large bowel with contrast dye,N,F,199,464,463,464,426.27,73.05,805.00,135.05,121.38,4.57,134.55,9.52,91.18,0.00,105.49,15.01
74262,Diagnostic CT scan of large bowel with contrast dye,N,O,78,185,180,181,1063.80,100.00,2448.00,578.20,414.92,100.00,526.74,91.38,323.88,67.84,412.96,72.68
74270,X-ray of large bowel with contrast,N,F,11630,43281,42815,43242,127.51,11.30,771.00,48.26,33.16,11.30,45.19,1.61,25.20,0.00,36.15,2.87
74270,X-ray of large bowel with contrast,N,O,1451,4199,4058,4095,296.37,48.00,1753.00,186.36,133.22,26.53,201.29,43.39,99.35,0.00,161.03,35.40
74280,X-ray of large bowel with air contrast glucose,N,F,6813,16211,16167,16204,170.35,33.93,662.00,54.42,47.20,20.44,69.94,2.27,35.26,0.00,54.84,5.48
74280,X-ray of large bowel with air contrast glucose,N,O,1457,3502,3363,3369,420.80,43.06,2385.00,235.87,153.95,31.85,217.47,41.94,114.09,0.00,173.98,35.59
74283,Imaging of colon using enema,N,F,303,495,492,495,306.68,45.00,830.00,141.01,94.64,45.00,195.21,6.92,72.83,0.00,153.05,9.16
74283,Imaging of colon using enema,N,O,18,499,126,499,261.24,109.00,790.00,63.47,192.43,83.78,237.09,11.02,145.24,65.68,189.67,8.49
74290,Imaging of gallbladder with contrast,N,F,25,53,51,53,47.49,17.51,95.00,17.42,15.50,7.39,17.36,1.49,12.22,5.79,13.61,1.19
74300,Imaging of bile duct and/or pancreas during surgery,N,F,10661,48168,47940,48084,70.92,4.29,1200.00,36.98,15.46,4.29,122.22,3.27,11.93,0.00,95.82,2.62
74300,Imaging of bile duct and/or pancreas during surgery,N,O,140,320,315,319,74.18,16.82,254.00,40.10,17.76,8.38,116.28,11.18,13.41,0.00,91.16,8.61
74301,Imaging of bile duct and/or pancreas,N,F,110,159,144,145,52.79,20.00,370.00,47.42,9.80,4.86,11.59,1.45,7.68,2.56,9.08,1.22
74305,Imaging of bile ducts through existing catheter pancreas,N,F,4514,17300,13182,16645,83.10,18.09,800.00,37.74,20.84,9.71,27.78,1.45,16.19,0.00,22.11,1.55
74305,Imaging of bile ducts through existing catheter pancreas,N,O,118,210,163,200,194.55,21.13,565.00,140.19,50.35,0.85,111.80,24.24,38.98,0.67,88.25,19.16
74320,Imaging of bile duct through the liver,N,F,2564,5843,5510,5746,114.83,23.01,2000.00,63.04,25.94,12.36,128.75,2.40,20.28,0.00,100.94,2.23
74320,Imaging of bile duct through the liver,N,O,16,22,21,22,426.26,24.02,800.00,288.04,83.91,23.94,116.64,37.24,61.88,0.00,91.44,31.79
74327,Imaging of bile duct for removal of stone,N,F,214,398,347,398,161.23,34.09,813.00,76.92,36.43,18.38,44.27,3.21,28.54,0.00,35.07,3.03
74328,Imaging of bile duct for placement of catheter using an endoscope,N,F,9316,54619,50431,54560,146.98,16.68,1606.40,83.60,30.82,8.69,199.59,7.41,23.96,0.00,159.67,5.82
74328,Imaging of bile duct for placement of catheter using an endoscope,N,O,78,157,151,156,165.82,37.08,712.25,102.15,44.79,16.63,166.59,43.21,33.82,0.00,130.60,34.48
74329,Imaging of pancreatic duct for placement of catheter using an endoscope,N,F,1262,2728,2479,2726,143.92,19.18,1750.00,79.00,32.32,15.35,61.02,6.65,25.16,0.00,48.82,5.55
74330,Placement of catheter of gallbladder and pancreas under imaging using an endoscope,N,F,6015,24661,23290,24649,172.01,21.50,1000.00,90.05,41.10,4.93,210.65,8.88,31.93,0.00,165.99,7.12
74330,Placement of catheter of gallbladder and pancreas under imaging using an endoscope,N,O,36,46,45,46,214.00,47.35,369.00,70.68,48.25,21.28,177.37,31.66,35.82,0.00,139.06,26.53
74340,Radiological supervision and interpretation of placement of long small bowel tube procedure,N,F,3027,11461,10780,11421,98.62,10.00,555.00,43.22,25.61,7.33,29.65,1.77,19.88,0.00,23.72,1.81
74340,Radiological supervision and interpretation of placement of long small bowel tube procedure,N,O,32,59,59,59,187.00,28.01,555.00,97.38,30.22,24.36,154.23,19.29,21.15,0.00,123.38,16.96
74355,Imaging for insertion of small bowel tube,N,F,32,73,67,73,337.77,44.62,750.00,196.41,38.74,35.76,138.96,11.90,30.17,0.34,108.95,9.94
74360,Radiological supervision and interpretation of opening of digestive tract procedure,N,F,702,3497,2873,3493,153.96,14.00,1000.00,102.89,31.94,13.24,142.36,18.58,24.75,0.00,113.89,14.27
74360,Radiological supervision and interpretation of opening of digestive tract procedure,N,O,7,11,11,11,215.45,64.00,344.00,105.03,37.88,5.40,91.45,26.57,29.70,4.23,71.70,20.83
74363,Radiological supervision and interpretation of opening bile duct with liver stent insertion procedure,N,F,1315,3015,2508,2845,177.13,37.54,925.00,99.53,43.22,21.39,57.60,2.51,33.76,0.00,46.08,2.76
74400,Imaging of urinary tract,N,F,4452,11668,11560,11656,93.45,17.72,1901.00,47.44,23.50,5.95,133.45,3.69,17.57,0.00,104.62,3.89
74400,Imaging of urinary tract,N,O,1255,6231,5951,6045,249.46,24.00,2000.00,120.96,98.06,11.70,141.22,33.87,73.79,0.00,110.72,27.06
74410,Imaging of urinary tract using infusion technique,N,F,193,344,342,344,110.65,26.16,515.00,69.78,23.45,11.96,121.12,5.38,17.36,0.00,96.90,5.15
74410,Imaging of urinary tract using infusion technique,N,O,207,1094,1025,1092,234.35,23.71,2383.00,103.71,102.69,22.13,136.56,20.07,75.79,0.00,107.82,16.28
74415,Imaging of urinary tract using infusion technique with kidney section filming,N,F,717,1839,1831,1839,89.20,17.33,313.00,37.40,23.31,17.33,26.67,0.70,17.42,0.00,21.10,2.58
74415,Imaging of urinary tract using infusion technique with kidney section filming,N,O,325,1258,1235,1248,285.05,25.90,1099.00,160.20,123.88,22.04,174.07,34.55,91.35,0.00,136.47,28.91
74420,Imaging of urinary tract,N,F,14786,163610,144705,159397,151.89,6.25,15666.00,362.68,24.61,0.39,164.99,25.17,19.14,0.00,130.23,19.83
74420,Imaging of urinary tract,N,O,721,3072,2708,2880,229.74,15.50,1600.00,164.75,70.91,1.34,182.34,49.43,54.54,0.00,145.87,38.38
74425,Imaging of urinary tract,N,F,6836,37883,26825,32976,77.43,15.27,850.00,44.00,17.45,4.16,161.55,1.47,13.60,0.00,126.66,1.35
74425,Imaging of urinary tract,N,O,543,1339,1078,1222,186.62,17.53,753.00,134.78,59.98,2.18,161.55,31.32,46.46,0.00,126.66,24.77
74430,"Imaging of urinary bladder, minimum of 3 views",N,F,8256,18812,18256,18792,69.67,10.00,732.00,40.47,14.69,1.16,65.10,1.75,11.38,0.00,51.04,1.65
74430,"Imaging of urinary bladder, minimum of 3 views",N,O,1291,5404,4928,5227,159.43,13.51,719.00,94.06,36.03,7.28,52.11,9.11,27.58,0.00,40.86,7.43
74440,Imaging of male internal genitals,N,F,12,18,17,17,127.22,47.00,262.00,75.34,17.62,12.07,20.44,2.44,13.93,9.47,16.35,1.95
74445,Radiological supervision and interpretation X-ray of penis,N,O,4,25,25,25,231.12,166.00,287.00,46.76,134.52,93.55,199.82,45.33,105.65,73.34,157.06,35.67
74450,Radiological supervision and interpretation X-ray of urinary bladder and urethra,N,F,2456,5430,5145,5399,83.25,0.01,1200.00,69.77,16.03,0.01,92.45,3.89,12.37,0.00,72.48,3.29
74450,Radiological supervision and interpretation X-ray of urinary bladder and urethra,N,O,292,785,699,774,190.23,14.25,765.00,119.10,62.66,2.34,160.57,32.34,48.19,0.00,126.75,25.85
74455,Radiological supervision and interpretation X-ray of urinary bladder and urethra,N,F,2788,7471,7356,7459,81.50,11.33,800.00,59.16,15.68,6.66,86.92,2.07,12.04,0.00,68.15,2.08
74455,Radiological supervision and interpretation X-ray of urinary bladder and urethra,N,O,672,8708,8039,8336,282.98,16.91,800.00,189.28,81.70,9.98,112.52,18.62,63.39,0.00,88.22,15.04
74470,X-ray of kidney cyst,N,F,85,100,95,97,108.11,24.90,319.00,51.26,26.36,24.58,29.07,1.16,20.55,0.00,22.84,2.26
74470,X-ray of kidney cyst,N,O,9,139,65,123,279.39,50.00,300.00,60.62,83.03,50.00,85.56,7.68,63.79,0.00,66.83,10.97
74475,Radiological supervision and interpretation of placement of catheter into kidney procedure,N,F,4497,22785,18359,19522,130.95,12.00,3772.00,90.64,26.06,12.00,88.74,1.66,20.42,7.52,69.57,1.46
74475,Radiological supervision and interpretation of placement of catheter into kidney procedure,N,O,49,78,65,71,304.81,27.53,968.00,247.68,69.27,23.94,126.93,37.30,51.58,0.00,99.51,30.20
74480,Radiological supervision and interpretation of placement of catheter into ureter procedure,N,F,3662,13668,11716,12401,138.91,13.58,1131.43,101.62,25.75,8.00,47.54,2.11,20.15,0.00,38.03,1.85
74480,Radiological supervision and interpretation of placement of catheter into ureter procedure,N,O,53,83,70,73,354.31,41.46,1594.00,332.67,70.11,23.97,113.75,34.48,55.19,18.80,89.18,27.12
74485,Imaging for opening of urinary tract,N,F,1405,4148,3650,4016,149.47,12.00,2000.00,123.72,26.20,7.68,112.17,2.86,20.49,0.00,87.95,2.44
74485,Imaging for opening of urinary tract,N,O,27,72,43,71,322.88,32.00,1461.00,340.08,59.55,24.71,127.39,26.90,45.18,19.37,99.87,20.66
74740,Radiological supervision and interpretation X-ray of uterine tubes and ovaries,N,F,669,749,747,749,81.85,17.26,840.00,48.02,17.46,8.64,73.64,3.07,12.66,0.00,57.73,4.10
74740,Radiological supervision and interpretation X-ray of uterine tubes and ovaries,N,O,216,314,305,307,227.10,19.50,1548.00,143.13,72.65,8.79,102.07,19.08,53.64,0.00,81.66,18.35
74775,Imaging of anogenital region,N,F,90,100,100,100,120.22,29.69,300.00,50.38,30.79,28.63,34.06,1.53,23.67,0.00,26.78,3.51
75557,MRI of heart,N,F,602,2097,2080,2096,441.30,89.00,3905.00,232.25,113.05,55.52,127.26,5.53,85.60,0.00,101.81,9.20
75557,MRI of heart,N,O,147,445,416,424,1391.37,120.74,4339.00,716.65,302.72,104.99,472.62,97.40,229.98,82.31,378.10,75.56
75559,MRI of heart with stress imaging,N,F,28,47,47,47,516.66,240.00,826.00,148.19,140.08,135.19,154.08,4.64,108.69,87.65,120.79,7.32
75559,MRI of heart with stress imaging,N,O,14,23,22,23,1771.49,200.00,2329.00,468.36,347.55,135.19,539.11,93.79,262.27,105.99,431.29,70.47
75561,MRI of heart before and after contrast,N,F,1074,11289,11123,11268,506.89,34.00,1771.68,209.61,125.09,34.00,169.29,5.64,95.41,0.00,132.72,7.13
75561,MRI of heart before and after contrast,N,O,253,1921,1849,1869,1656.85,121.57,5320.00,867.72,412.95,118.53,628.23,119.65,317.72,39.20,494.46,95.41
75563,MRI of heart before and after contrast with stress imaging,N,F,236,1410,1406,1410,579.23,157.08,1896.00,215.65,142.27,127.89,161.78,5.33,109.16,29.22,129.15,7.17
75563,MRI of heart before and after contrast with stress imaging,N,O,55,715,708,709,2450.65,342.00,6799.00,1459.22,545.72,137.33,743.42,114.08,420.01,107.66,582.85,88.50
75565,MRI of blood flow of heart,N,F,403,4120,4077,4116,68.12,11.54,1660.50,120.09,11.98,10.86,13.46,0.46,9.21,0.00,10.77,0.65
75565,MRI of blood flow of heart,N,O,84,919,912,917,555.54,27.00,3300.00,596.01,60.14,11.54,76.29,12.38,46.87,9.05,60.19,10.01
75571,CT scan of heart with evaluation of blood vessel calcium,N,F,704,2317,2313,2316,112.08,25.00,1000.00,88.13,27.44,19.29,37.45,1.84,20.35,0.00,29.96,3.10
75736,Imaging of artery of pelvis,N,F,1926,5377,4463,4641,246.91,47.34,3000.00,202.92,53.70,27.70,167.47,3.03,42.10,0.00,133.98,3.11
75571,CT scan of heart with evaluation of blood vessel calcium,N,O,505,2860,2702,2715,245.65,29.58,2007.00,230.01,68.78,18.09,98.31,19.88,49.17,0.00,78.65,15.67
75572,CT scan of heart structure,N,F,1267,7877,7806,7873,314.54,31.44,1500.00,137.43,80.05,31.44,125.00,7.04,61.27,0.00,98.00,6.79
75572,CT scan of heart structure,N,O,314,2272,2204,2218,747.95,58.51,2300.00,428.76,261.96,58.51,380.19,84.76,200.00,0.00,298.07,66.55
75573,CT scan of congenital heart structure defect,N,F,137,235,235,235,418.08,148.00,822.00,133.63,122.43,95.04,136.69,5.18,93.71,0.00,107.16,11.44
75573,CT scan of congenital heart structure defect,N,O,31,54,53,54,1239.22,258.73,2619.00,597.15,389.27,240.68,442.35,52.68,304.99,190.62,353.88,42.47
75574,CT scan of heart blood vessels and grafts with contrast dye,N,F,3028,23789,23684,23770,407.22,25.00,3887.00,211.50,114.93,25.00,200.98,6.12,87.83,0.00,159.09,7.16
75574,CT scan of heart blood vessels and grafts with contrast dye,N,O,1018,17636,17001,17101,1317.63,120.00,8000.00,836.84,358.05,74.48,492.60,81.57,276.22,0.00,394.08,64.34
75600,Imaging of artery of chest,N,F,396,1798,1769,1796,210.10,20.85,1789.00,276.10,23.84,15.42,59.00,1.41,18.63,3.73,46.26,1.37
75600,Imaging of artery of chest,N,O,37,193,193,193,589.98,35.00,6078.72,514.74,109.47,22.23,257.47,106.15,86.15,13.16,201.86,83.86
75605,Imaging of artery of chest,N,F,1449,2938,2890,2926,220.51,50.00,3252.00,194.17,54.70,6.34,149.17,4.35,42.83,0.00,116.95,4.25
75605,Imaging of artery of chest,N,O,110,854,834,848,511.37,15.00,3897.00,455.90,140.46,15.00,182.81,22.86,110.12,11.90,144.10,17.90
75625,Imaging of artery of abdomen,N,F,9134,85739,81844,85626,233.38,12.45,3000.00,205.76,54.06,6.16,149.71,3.41,42.22,0.00,117.37,2.98
75625,Imaging of artery of abdomen,N,O,1022,17467,15131,16624,902.85,54.55,8000.00,925.50,139.55,50.91,197.00,31.91,108.89,0.00,157.60,25.11
75630,Imaging of artery of abdomen and leg,N,F,5772,31126,29807,31057,320.25,20.00,3737.00,257.94,84.67,20.00,204.66,5.41,66.12,0.00,163.73,5.07
75630,Imaging of artery of abdomen and leg,N,O,536,3463,3134,3392,687.27,60.00,6078.72,525.85,174.14,60.00,232.14,35.09,135.99,0.00,183.86,28.12
75635,CT scan of abdomen artery and legs with contrast,N,F,10940,70787,69976,70738,421.50,26.00,4959.00,182.03,114.23,8.48,428.61,5.81,87.52,0.00,336.03,7.16
75635,CT scan of abdomen artery and legs with contrast,N,O,3352,23979,22821,23174,1265.22,75.00,6545.00,756.57,354.83,42.02,581.85,130.45,274.02,0.00,465.48,101.79
75658,Imaging of artery of arms,N,F,418,1220,1133,1216,245.18,37.00,2418.00,277.60,61.60,37.00,83.54,3.07,48.29,0.00,65.49,3.79
75658,Imaging of artery of arms,N,O,59,1505,1000,1503,655.85,100.00,2000.00,421.90,171.90,59.49,221.95,9.89,134.31,7.02,174.86,8.40
75705,Imaging of artery of spine,N,F,734,6003,1131,1206,464.75,100.09,2130.95,275.37,106.18,58.92,119.14,5.84,83.57,0.00,95.31,5.54
75705,Imaging of artery of spine,N,O,10,74,70,74,773.16,112.99,1017.00,210.67,232.99,98.25,264.00,40.18,183.70,77.03,211.20,31.77
75710,Imaging of artery of arm or leg,N,F,10327,87332,78190,86638,238.19,9.41,4200.00,215.31,53.42,5.02,203.57,3.87,41.78,0.00,159.60,3.33
75710,Imaging of artery of arm or leg,N,O,1475,50330,38788,49844,719.77,43.00,11250.00,437.16,179.38,27.88,234.27,24.23,139.86,0.00,187.42,19.28
75716,Imaging of artery of arms or legs,N,F,7791,66206,63037,66093,253.58,10.94,6360.50,222.26,62.25,10.94,207.12,3.75,48.62,0.00,165.70,3.36
75716,Imaging of artery of arms or legs,N,O,998,17188,14811,16255,1023.81,64.50,11021.00,910.90,201.36,33.35,276.82,44.16,157.44,0.00,218.14,34.63
75726,Imaging of artery of abdomen,N,F,4882,39754,23053,26955,243.07,46.86,5500.00,142.37,55.46,26.39,173.47,2.81,43.50,0.00,136.00,2.54
75726,Imaging of artery of abdomen,N,O,223,1593,877,979,643.22,57.88,3757.67,524.06,169.18,50.33,232.13,36.18,132.17,0.00,181.99,29.51
75731,Imaging of artery of gland of kidney,N,F,35,43,42,43,228.99,58.59,1153.00,167.32,55.07,50.95,61.72,3.27,42.36,27.56,49.26,4.77
